Header,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z
14.093116,5.19240234375,0.51971923828125,2.529140625,-0.5443501268121962,5.054147116752378,-1.0322412385147126,4.2966650390625,2.49800537109375,-0.27303222656250004,-0.7496798468573055,-0.09614011535186048,3.120425849245843,4.82596435546875,-1.3915063476562501,0.01916015625,0.20932446168022809,-0.32783513018875415,-0.723048235956513
14.098928,5.10378662109375,0.42152343750000004,2.56506591796875,-0.48629321504846884,5.196626235071617,-1.0484865211641958,4.2679248046875005,2.41178466796875,-0.19399658203125,-0.6964166250557207,-0.09134642538971786,3.133741654696239,4.78285400390625,-1.37234619140625,0.0143701171875,0.21784657716848166,-0.34780883836434845,-0.6671218530648491
14.104744,4.837939453125,0.36404296875000003,2.52195556640625,-0.39681100242180645,5.29116845376943,-1.0396980895669345,4.33259033203125,2.3806494140625003,-0.1484912109375,-0.6346312877658824,-0.11717908796348646,3.138535344658382,4.75890380859375,-1.38192626953125,-0.009580078125,0.25033714246744837,-0.35872779883367334,-0.5973470325047731
14.11056,4.33259033203125,0.4454736328125,2.3327490234375,-0.34940673501839603,5.286374763807287,-0.9877664483103893,4.50982177734375,2.28005859375,-0.16046630859375,-0.5757754276751312,-0.12303804236166078,3.155579575634889,4.68226318359375,-1.40587646484375,0.009580078125,0.2623213673728049,-0.3848267775164499,-0.5350290629969189
14.116368,3.9134619140625,0.51732421875,2.117197265625,-0.33316145236891265,5.1702609402798325,-0.9076052994990043,4.59604248046875,2.069296875,-0.18681152343750002,-0.520647993110491,-0.09267800593475747,3.207777533000442,4.6798681640625,-1.36276611328125,0.05987548828125,0.2772350694772487,-0.40027311183890946,-0.4580637074936289
14.122176,3.5589990234375,0.51732421875,2.01181640625,-0.35127094778145146,4.9606701624905964,-0.8061388619669853,4.608017578125001,1.88488037109375,-0.05748046875,-0.43516052211894746,-0.027164243118808225,3.2679649736362326,4.7133984375,-1.4082714843750002,0.01916015625,0.2822950755483992,-0.40613206623708376,-0.39361520911371134
14.127992,3.5254687500000004,0.45026367187500005,2.0812719726562503,-0.3763046620281963,4.724980406018584,-0.6940197800746494,4.68226318359375,1.69327880859375,0.026345214843750003,-0.2889529782735973,0.015180018213451656,3.361441927898014,4.6894482421875,-1.52083740234375,-0.0143701171875,0.31957933080950857,-0.4364921026639871,-0.32543828520768286
14.133792,3.70030517578125,0.3879931640625,2.2082080078125,-0.3978762668578381,4.50740014495911,-0.5824333304003293,4.6008325195312505,1.580712890625,0.239501953125,-0.0380832035881331,0.03275688140797463,3.375822997784442,4.77327392578125,-1.638193359375,0.06466552734375,0.4274373549577177,-0.4143878656163294,-0.2942793004537558
14.139608,4.11703857421875,0.3400927734375,2.35669921875,-0.412257336744266,4.372111561583084,-0.4868258472664847,4.3948608398437505,1.55915771484375,0.32572265625,0.30599720925010443,-0.00985369603329318,3.3659693017511487,4.768483886718751,-1.6717236328125,0.18202148437500001,0.5443501268121962,-0.3906857319146242,-0.26152241904578116
14.145424,4.5170068359375,0.19878662109375,2.50758544921875,-0.3960120540947827,4.319114655890508,-0.38349519697141027,4.3349853515625005,1.56394775390625,0.229921875,0.6807039746242531,-0.07084008499610772,3.3696977272772597,4.7565087890625,-1.6741186523437501,0.24668701171875002,0.7110640110511565,-0.3448793611652613,-0.21198762277030733
14.151224,4.828359375000001,0.0431103515625,2.768642578125,-0.3464772578193088,4.3348273063219755,-0.28149612722137546,4.39965087890625,1.7076489257812502,0.229921875,0.9840380227842784,-0.13821806057511243,3.3569145540448795,4.74932373046875,-1.5855029296875,0.3592529296875,0.8540757615884116,-0.28043086278534374,-0.14487596330031055
14.15704,5.05588623046875,-0.023950195312500002,2.9171337890625,-0.24820661359538496,4.423244254512606,-0.14940333715344525,4.4116259765625,1.84177001953125,0.21794677734375,1.1981561744266491,-0.18988338572264965,3.3569145540448795,4.69663330078125,-1.56394775390625,0.38080810546875005,0.9989517248887221,-0.23808660145308386,-0.08096009713840883
14.162856,5.034331054687501,-0.10538085937500001,2.98179931640625,-0.14407701497328676,4.521248582627522,0.005060006071150552,4.57209228515625,2.0357666015625,0.10777587890625001,1.3912353534573938,-0.23915186588911555,3.3542513929548,4.67268310546875,-1.5184423828125,0.44307861328125003,1.1163971289612165,-0.2181128932774896,-0.0223705531566656
14.168672,4.90260498046875,-0.1484912109375,3.0129345703125003,-0.011984224905356571,4.592887615950653,0.18642127630554664,4.71579345703125,2.1315673828125,0.03113525390625,1.5310513106865538,-0.27164243118808223,3.358778766807935,4.684658203125,-1.43940673828125,0.42152343750000004,1.1861719495212926,-0.20879182946221225,0.03115898475392708
14.17448,4.6870532226562505,-0.13172607421875002,3.0464648437500004,0.12303804236166078,4.631237135647795,0.3872236224975212,4.888234863281251,2.11480224609375,-0.11017089843750001,1.618136678332145,-0.25699504519264643,3.357447186262895,4.62478271484375,-1.49209716796875,0.42152343750000004,1.2245214692184336,-0.20213392673701416,0.0894822126266624
14.180308,4.61041259765625,-0.09580078125000001,3.0560449218750003,0.24501082028728988,4.63176976786581,0.6032059869029474,4.93134521484375,2.002236328125,-0.06945556640625,1.6852483378021417,-0.2050634039361013,3.365170353424125,4.703818359375,-1.51365234375,0.39278320312500004,1.2767194265839865,-0.21997710604054505,0.14807175660840563
14.186128,4.61041259765625,0.01676513671875,3.1087353515625002,0.34008567120311867,4.643221360553151,0.8242483573795241,4.9768505859375,1.9639160156250002,0.052690429687500005,1.7731326537747565,-0.14807175660840563,3.3601103473529745,4.7804589843750005,-1.5567626953125,0.33769775390625,1.3515542532152132,-0.22423816378467182,0.20080234619197454
14.191936,4.6511279296875,0.045505371093750004,3.17340087890625,0.4050668018010521,4.692756156828625,1.0383665090218948,4.991220703125,1.99265625,0.143701171875,1.8857843678851083,-0.11238539800134384,3.3563819218268636,4.818779296875,-1.4609619140625,0.27542724609375,1.4008227333816792,-0.20932446168022809,0.27457190838716944
