Time,Knee_gyro,Knee_accel,Knee_fusion,Ankle_gyro,Ankle_accel,Ankle_fusion
4.616284,-56.74862513647883,-38.580557946581024,-21.493749939168772,-3.7101088009556493,-21.326266422633914,-10.800173064488488
4.622092,-56.54865765953119,-38.63912698617758,-21.359465027439303,-3.539565342010274,-21.7434130992897,-10.783091652096658
4.627896,-56.38024126562237,-38.783165863086644,-21.259374853351606,-3.431026509280798,-22.37793723157599,-10.857448853578916
4.633704,-56.24432395855357,-39.00412833085835,-21.19495005928788,-3.3958669810592417,-23.2317087029312,-11.039956265361795
4.639516,-56.142250092879586,-39.28584962888807,-21.16777562534814,-3.448672007876591,-24.282310794919113,-11.349224317442458
4.645324,-56.07566320698656,-39.60709637345557,-21.179389065833934,-3.6069333617717363,-25.482163704235933,-11.80486622259269
4.65114,-56.04636308990656,-39.94583524387024,-21.231096976594593,-3.8904240347470735,-26.76091466061168,-12.426366423974391
4.656964,-56.05612884501,-40.28268552457414,-21.323781344279432,-4.3202534526267025,-28.032309413988788,-13.231786727035386
4.662776,-56.10652112966395,-40.60286024471272,-21.457708038963357,-4.91763857960749,-29.207082961105833,-14.23641262280887
4.66858,-56.198674516425655,-40.89671827652499,-21.63235293275087,-5.702471626297667,-30.207760205637925,-15.45146668749142
4.674396,-56.333090904999295,-41.15603005406258,-21.846265466338274,-6.6918032093265225,-30.979802197311535,-16.88303030012492
4.680208,-56.509445255864236,-41.36582871988397,-22.096992640636245,-7.89837266389766,-31.50188065418042,-18.531310896807387
4.686016,-56.72641547723526,-41.50027323344151,-22.381084234093063,-9.329326778207019,-31.798202738296467,-20.390361001421777
4.691832,-56.98156305785016,-41.52952130128521,-22.694189539454737,-10.98529937422352,-31.94526236181713,-22.448296822299938
4.697644,-57.27130990574943,-41.43330747567418,-23.03123959342487,-12.860033086450986,-32.06539827862767,-24.68799169437524
4.703456,-57.59104390351681,-41.21184567620451,-23.435346425557753,-14.940644642383749,-32.308335637659276,-27.088585142722387
4.709272,-57.935344076175554,-40.887663836587386,-23.90077779278325,-17.208486721590116,-32.82336617043512,-29.625956821427163
4.715072,-58.29828230581627,-40.49750801339967,-24.4633177451228,-19.640439249060112,-33.72578394467458,-32.26935263245552
4.72088,-58.673748296977315,-40.08034749738251,-25.117681842867917,-22.210434423795725,-35.06866920827447,-34.99331640858567
4.726696,-59.05575852890461,-39.67005539076362,-25.79730107262799,-24.891061440024185,-36.83249999638527,-37.76477648809431
4.732508,-59.438735002770116,-39.29534501432925,-26.49819655140657,-27.655139173307443,-38.93625002732937,-40.56194706724541
4.73832,-59.81774799231455,-38.981920152767096,-27.165528953330938,-30.477146097603345,-41.26395320734647,-43.36605853477956
4.744148,-60.188702615044505,-38.75178049127987,-27.796951606076924,-33.33437967396827,-43.69509391597705,-46.161598553609295
4.749972,-60.54843804579585,-38.6207184447495,-28.397263284230007,-36.20772347494367,-46.12881046726939,-48.939133446468695
4.75578,-60.89472147524649,-38.597916060188034,-28.965461686799866,-39.0819356872773,-48.49830957209734,-51.68868754075514
4.761612,-61.22614709675121,-38.685755237347024,-29.507130795260682,-41.945424148622344,-50.773638210589,-54.400268425190006
4.767416,-61.54196779004507,-38.87216088356581,-30.02193049985768,-44.78952837163673,-52.94905780958816,-57.06606021981466
4.773228,-61.84188166243359,-39.11705466830004,-30.51243687480556,-47.607391563959,-55.01970539110409,-59.67496362312145
4.779064,-62.125793336001465,-39.349333995969396,-30.978370643941993,-50.392608829539675,-56.96700700893524,-62.21791221824855
4.784884,-62.39359477362145,-39.48631437900871,-31.41699408905773,-53.13796806629182,-58.76502910503154,-64.68113751618783
4.790684,-62.64502968339942,-39.46598836241544,-31.82798045035215,-55.83463228972397,-60.3931118002867,-67.05364673763312
4.796508,-62.87968024134888,-39.27046652064349,-32.20640723479833,-58.471960794055164,-61.83443402659355,-69.31983648483703
4.802324,-63.097061537997746,-38.93011794890924,-32.552206607782495,-61.03794669096177,-63.06541836104028,-71.46916799161342
4.808124,-63.29677037313606,-38.514364443052,-32.86472971130787,-63.52011403333229,-64.05700512359549,-73.48752292927014
4.813944,-63.47863015534016,-38.11643912169943,-33.14439711748832,-65.90665892408961,-64.79149040649837,-75.36791957753448
4.819752,-63.64278924204036,-37.83169240710994,-33.39760499654227,-68.18756827153149,-65.27559875215863,-77.1015418257427
4.825564,-63.78974466755002,-37.72920727625712,-33.62508624845277,-70.35543495141769,-65.5357192280263,-78.6863119957493
4.831384,-63.92027554638602,-37.82854744910362,-33.83625306868093,-72.40579014042781,-65.60814107540772,-80.1213507223789
4.837192,-64.03529817381808,-38.09874494178985,-34.03174917861231,-74.33697956465817,-65.54290266287167,-81.40865043451662
4.843004,-64.13569494309054,-38.47958044526053,-34.21772196390588,-76.1497622308461,-65.41131233654455,-82.55580377327455
4.84882,-64.22218387912305,-38.9049872477576,-34.39449893992193,-77.84679802566902,-65.29480197835674,-83.56702324920091
4.854644,-64.29526320138511,-39.312828694325944,-34.56234073976876,-79.43209821099013,-65.25989458781383,-84.45617207519238
4.860452,-64.355216351367,-39.64758567068151,-34.72134884931222,-80.91046837970983,-65.34340218018133,-85.22800164486713
4.86626,-64.40215034538026,-39.86854126226998,-34.867720007600866,-82.28700322680602,-65.55712138419739,-85.89845047862804
4.872076,-64.43606211495283,-39.960121919768014,-35.00159738032683,-83.5667204346211,-65.90122522090365,-86.47187235182922
4.877876,-64.45693012640557,-39.93279869532277,-35.11878882604195,-84.75436578502504,-66.37250504214173,-86.96296796555804
4.883688,-64.46480932239521,-39.81192141036968,-35.21973924036641,-85.85433489978237,-66.96304598671617,-87.37549722732172
4.889512,-64.45990431500314,-39.624049596715665,-35.30257147317505,-86.87064422567737,-67.65652558497267,-87.72161652044322
4.895332,-64.44261378337298,-39.39284403171665,-35.36820148591124,-87.80694148535986,-68.43020202807166,-88.00480067528784
4.901132,-64.41356113509038,-39.144773083164964,-35.41799425938556,-88.66659240651227,-69.26143254069315,-88.23469418567915
4.906944,-64.37363094170107,-38.91326982035089,-35.45337375376715,-89.45285727859074,-70.13364067713714,-88.4148940594087
4.912772,-64.3240052628262,-38.733366279871895,-35.478565714154705,-90.16909960339976,-71.03861797205988,-88.55327807165982
4.918584,-64.26616731354117,-38.62938887803014,-35.495347842078004,-90.81892587010843,-71.97360531815173,-88.65352575831993
4.924404,-64.2018493886171,-38.6044294420011,-35.50878615960348,-91.40617964785481,-72.93459352797038,-88.72189133192109
4.930216,-64.13293799552594,-38.64038589651044,-35.52074797667845,-91.93478497873824,-73.91083165336603,-88.76164545380568
4.93602,-64.06137500787426,-38.70959828713967,-35.53479228318164,-92.40851242712586,-74.88412552619597,-88.77650137202099
4.941844,-63.9890874461935,-38.78849112747862,-35.55264779721721,-92.83077262645384,-75.83098263465244,-88.76893711755149
4.947656,-63.9179474691044,-38.8634753344482,-35.57585040230231,-93.20450183499322,-76.72465409457755,-88.73934945669987
4.95348,-63.849739736242626,-38.9286807256527,-35.60580732817799,-93.53214198122807,-77.53757709371172,-88.68939810567402
4.959308,-63.78611639897131,-38.98102097690882,-35.6426914480794,-93.81568513467236,-78.24531943283077,-88.6164869260548
4.96512,-63.728541014421104,-39.01687966560823,-35.68744348013164,-94.05674251312183,-78.83099729232087,-88.52149747866352
4.97092,-63.67823847483372,-39.031356974644424,-35.73924863844819,-94.25659564820613,-79.28791236045524,-88.40009133604082
4.976732,-63.636164705218235,-39.019307119559755,-35.798520803467575,-94.41619719467342,-79.61943145508474,-88.25214835839141
4.982548,-63.60299669418413,-38.977135309745584,-35.86366147631673,-94.5361115125004,-79.83717794732763,-88.07289752567108
4.98836,-63.57913648692948,-38.90404390797928,-35.93457417387932,-94.61640331965359,-79.95861851571253,-87.86068727969197
4.994176,-63.56472287484533,-38.80148514926667,-36.009208130678466,-94.65648535442317,-80.00433280078806,-87.61089250658986
4.999984,-63.55964514250158,-38.671065952031306,-36.08699458730052,-94.65493484654088,-79.99523737555633,-87.31971503670286
5.005788,-63.563554544721335,-38.51340441882383,-36.16571315986194,-94.60929809202597,-79.95033903211832,-86.9825646400705
5.011608,-63.575873726830515,-38.329707914482576,-36.24434136646141,-94.51591552084692,-79.88627346108069,-86.59313966325503
5.017432,-63.59580531238818,-38.12410043795366,-36.32081579101577,-94.36980152429675,-79.81963601827033,-86.14691788455843
5.023252,-63.62233454777303,-37.90467650069706,-36.39365010771522,-94.16460313202909,-79.77030142790284,-85.63523835118275
5.029068,-63.654221212628585,-37.68339601361218,-36.46140923851178,-93.89264459058195,-79.76214553530998,-85.0543576541819
5.034892,-63.689986386113794,-37.474373512631495,-36.522150046791324,-93.54504791118826,-79.82052920756361,-84.39390415994866
5.040692,-63.72790345889252,-37.2909533823696,-36.57531322460294,-93.11191142831315,-79.96898933953285,-83.65168484777197
5.046504,-63.76600068339246,-37.14362848571116,-36.61859215217369,-92.58253330811286,-80.22588821810722,-82.81663160783602
5.05232,-63.802083397927454,-37.03917186671149,-36.6520010857754,-91.94567773496615,-80.59963742687563,-81.88777122269228
5.05812,-63.83377834503177,-36.97932641550565,-36.673059379316214,-91.18988075391232,-81.08217419734895,-80.85457257904801
5.063924,-63.85859071920552,-36.958798091757295,-36.68164703577253,-90.30377564699636,-81.6417611029239,-79.71524217221291
5.069744,-63.873963353383964,-36.965239796776274,-36.67535952356197,-89.27641145009734,-82.2181134893047,-78.46126518499136
5.075564,-63.877336201231834,-36.983293610095366,-36.65356416829568,-88.09756908819695,-82.72458132042152,-77.08752698002397
5.081372,-63.866211168117175,-37.00114831615391,-36.614216270879155,-86.75812912608112,-83.05876697432417,-75.58939832426115
5.087196,-63.838228506216076,-37.01588504411371,-36.55681721663614,-85.25055758244014,-83.11793519128108,-73.95834133027793
5.09302,-63.79125137711006,-37.03374036175094,-36.47997042802277,-83.56950828652015,-82.81448139043128,-72.19553623251109
5.098832,-63.72344185295251,-37.064673485892214,-36.384340752732726,-81.71244206073774,-82.0866896065412,-70.29235511151359
5.104656,-63.63332064188142,-37.11646046849564,-36.26946027798678,-79.68013954539472,-80.90133666079443,-68.25688872030331
5.11046,-63.51982775839349,-37.19335870548555,-36.13748605359673,-77.47703383623593,-79.25050463191191,-66.0849171966621
5.116272,-63.382401517450496,-37.2976067729709,-35.98910619626911,-75.11133375191541,-77.1491078536455,-63.79110026420461
5.122104,-63.221064380585446,-37.429692731907295,-35.827550133046586,-72.59492741323872,-74.63626877399435,-61.37898187692938
5.127916,-63.03648497396887,-37.58665511491894,-35.65469846850886,-69.94306958437059,-71.77726118878154,-58.86811188546112
5.133724,-62.82999526442682,-37.76027376193375,-35.474041126424154,-67.17388175797988,-68.66028751271962,-56.27129608268563
5.139556,-62.60355994608859,-37.93816083050875,-35.28841622362385,-64.30772693395694,-65.385832412977,-53.610586995211875
5.145364,-62.35970506382055,-38.10820454633839,-35.100847089221475,-61.36653606022016,-62.053235329022336,-50.907003175380154
5.151164,-62.101416876413,-38.262024752448376,-34.914698169453914,-58.373146109530744,-58.75177583250562,-48.18262455060981
5.15698,-61.83202001409216,-38.394994198567844,-34.73232977392897,-55.3506737759026,-55.557016786327466,-45.462840695048286
5.162792,-61.55504251276297,-38.50551861394159,-34.55715328088323,-52.32191884063192,-52.52692083498965,-42.76753308562286
5.168604,-61.27407975439384,-38.59512736880927,-34.391035559715064,-49.30878385757843,-49.69492519744169,-40.12080292724329
5.174408,-60.99267123982629,-38.66807150136562,-34.23702882735347,-46.33171864459608,-47.06362568326751,-37.53867773796701
5.180224,-60.714198364516754,-38.73055302810815,-34.09663171466156,-43.40924064244002,-44.604541993476396,-35.038310076926585
5.18604,-60.44180212215776,-38.78960737426004,-33.972250551486724,-40.5576019980865,-42.26618289574807,-32.63107120691226
5.191856,-60.178313539473365,-38.849661682949844,-33.86479699244858,-37.79062653655226,-39.98861602141464,-30.32428956808738
5.197672,-59.92619194354871,-38.909272163333256,-33.77587206467772,-35.11966668604346,-37.719520504343755,-28.124670772003704
5.203484,-59.68747852611436,-38.96339026052833,-33.70544870357464,-32.553623304278204,-35.42671355915168,-26.0315591436655
5.2093,-59.46377847872844,-39.008866242078305,-33.65427452615941,-30.09901955388189,-33.10499386568602,-24.047593841777605
5.215116,-59.25626534928678,-39.046884591082026,-33.62144295872659,-27.760143818510677,-30.777489397229207,-22.16951295141584
5.220916,-59.065684070060676,-39.08113440389472,-33.60689158953119,-25.539268940975898,-28.49301452525958,-20.39698512437086
5.226728,-58.89234654459084,-39.11435231060785,-33.60905508871822,-23.436949964429562,-26.320984988918152,-18.72984498835993
5.232544,-58.73613931585374,-39.145570210505795,-33.62723586645924,-21.452391123010713,-24.34416338784634,-17.1660720443993
5.238344,-58.596563511976065,-39.16825799117563,-33.65903810707446,-19.58384165308014,-22.64796286238053,-15.711446979294168
5.24416,-58.47280877327235,-39.169782233784034,-33.70343807944029,-17.82895542721629,-21.305893051372728,-14.363218498396018
5.249984,-58.363848551847106,-39.134149103017656,-33.75697946477336,-16.18505928453944,-20.365047465201084,-13.131396625729009
5.255804,-58.26854424854218,-39.04658710247606,-33.81862522075253,-14.649310898276754,-19.83791255196482,-12.012893308897821
5.261616,-58.18574433297289,-38.896264377238914,-33.8842106764444,-13.218759710046823,-19.703723513211425,-11.017187343009006
5.26744,-58.1143583724652,-38.67722779642801,-33.952879954776726,-11.890341883670297,-19.91757009972416,-10.140894359246321
5.273252,-58.05339575710662,-38.389121812034865,-34.02068040917397,-10.660847860486571,-20.422583551195306,-9.389061761519278
5.27906,-58.00198090368553,-38.03729876290647,-34.087042612544465,-9.52689700900139,-21.160899479317933,-8.758004256907734
5.284876,-57.95936419928614,-37.632296689524196,-34.14927975577222,-8.484935264146966,-22.079731790931934,-8.24724418739187
5.290692,-57.92494072556368,-37.18928329577764,-34.207193050391176,-7.531252866954339,-23.130391422256388,-7.8528107005108225
5.2965,-57.89828168311566,-36.726806405046794,-34.26010458944203,-6.662011062203895,-24.263549684621992,-7.568966178567486
5.302332,-57.87917124386114,-36.26456070561867,-34.30819147835869,-5.873259466068873,-25.426787051927644,-7.391375974857562
5.308148,-57.86762691716497,-35.821507451943646,-34.352931153846626,-5.160922477867703,-26.565555065359362,-7.309179663979384
5.313956,-57.8638848136052,-35.41578369175804,-34.39471422496674,-4.52074657713518,-27.625267498081516,-7.3175259538926385
5.319776,-57.86834872861084,-35.066103573424854,-34.43685099400355,-3.9482233514442746,-28.554454663674893,-7.400964284019862
5.325588,-57.88151340345193,-34.791824172243096,-34.4796730511556,-3.4385201109641486,-29.309131816903953,-7.554178703424148
5.331388,-57.903875141401436,-34.61020782811202,-34.52775415742089,-2.98645353214742,-29.856936620514855,-7.759094894776577
5.337208,-57.9358451353566,-34.533987703999934,-34.58114768751897,-2.5865354842347994,-30.180184923361494,-8.010482482603253
5.343016,-57.97768175279032,-34.57183394379428,-34.64495496346722,-2.2331101649583194,-30.276890720082204,-8.290932082882016
5.348828,-58.02945245987956,-34.729507674970804,-34.71888423840318,-1.9205848000499635,-30.158798751263593,-8.59633591005337
5.354632,-58.09102570565155,-35.008936089394425,-34.80774095574446,-1.6437334156272292,-29.847692884011355,-8.913354950822423
5.360448,-58.162084012547794,-35.40617925681221,-34.91094508630289,-1.3980371002078986,-29.372471176577086,-9.24020482571268
5.366264,-58.24214732792252,-35.91023890730918,-35.03206259748544,-1.1800236797635006,-28.768510455626178,-9.570204861291579
5.37208,-58.33059955601346,-36.50303034991667,-35.17034311852001,-0.9875799077195968,-28.07882071005297,-9.904888699656704
5.377896,-58.426716359808296,-37.16078296519536,-35.327227905860106,-0.8202191487389457,-27.354569588354277,-10.245862991388403
5.3837,-58.52969743781547,-37.85652174425419,-35.50195422521403,-0.6792934264174744,-26.652867253200967,-10.598527558956636
5.389504,-58.63870698412025,-38.56203870654195,-35.69344253730601,-0.5681418331811824,-26.03190351554765,-10.972995808566836
5.39532,-58.75292058832219,-39.24907286411045,-35.901104323795984,-0.49216744474445573,-25.544601261765095,-11.3785099035809
5.401124,-58.871575017786164,-39.89026413378528,-36.107062812961686,-0.45883558476720615,-25.23200422281011,-11.792687357861277
5.40694,-58.99402046603646,-40.45952260807047,-36.311076100611515,-0.47759153119461445,-25.118341968237107,-12.227946067550075
5.412756,-59.11977249460395,-40.93208608067244,-36.49410306799024,-0.5596989246857401,-25.208965712153507,-12.666440710903375
5.418564,-59.24855555742212,-41.28554635172818,-36.656336003477925,-0.717996854630445,-25.49063147241578,-13.122361384740133
5.424368,-59.38033131911408,-41.502686593165826,-36.80908762218437,-0.9665685074469668,-25.93409464087483,-13.656179606150985
5.430184,-59.515308715344965,-41.57592500363557,-36.95291165294998,-1.320307307018116,-26.499175154180268,-14.2815873388573
5.435996,-59.653932759109075,-41.51168385548809,-37.101809447025715,-1.7943600255102854,-27.139823309999013,-15.052722241412473
5.441796,-59.7968465625545,-41.33115596910507,-37.256416946506114,-2.403429952462269,-27.805613111258975,-15.979773616438418
5.44762,-59.944820270555425,-41.06455225062117,-37.41725598843053,-3.1609466671758537,-28.442444156214627,-17.07002445521785
5.453448,-60.09864514486141,-40.74186235641812,-37.58462851695529,-4.078155167616766,-29.00010856466308,-18.327222469342992
5.459256,-60.25900086526869,-40.386409533620046,-37.758531552384575,-5.163224630651976,-29.445248580572997,-19.751156782676482
5.465088,-60.42631778064889,-40.0123884603471,-37.93860933705971,-6.420497767875834,-29.770524397169833,-21.337494639219532
5.470892,-60.60066450847141,-39.62525642325711,-38.124153015618276,-7.849988386437062,-29.997950540098998,-23.077898538629118
5.476704,-60.781686253482,-39.225543378997294,-38.31415024978931,-9.447194448271267,-30.178352817303335,-24.960409463095907
5.482524,-60.968604757033916,-38.813970001690556,-38.50737955145494,-11.203244041324947,-30.384111439561742,-26.970053290390528
5.48834,-61.16027710921563,-38.39460917228123,-38.69605985884274,-13.105346370623028,-30.694770498276146,-29.080201229137504
5.494152,-61.355304734320946,-37.976594521850004,-38.87895320066212,-15.137486797051178,-31.181749842102324,-31.27224283865967
5.499984,-61.55218166423752,-37.57615154469349,-39.04618085576185,-17.281290414790348,-31.897168387530765,-33.51141259393226
5.505792,-61.74946553859866,-37.21749052406978,-39.19705691999167,-19.51697585291318,-32.866903148801825,-35.77890951747864
5.511592,-61.94594951769601,-36.929458565814365,-39.33456958937187,-21.824321418615572,-34.08670442623143,-38.05619351241986
5.517408,-62.14081378082262,-36.73835485458302,-39.45896022256218,-24.18356877024528,-35.522777553068146,-40.327166025229765
5.52322,-62.33373835499605,-36.66069039468993,-39.57947828572137,-26.576202893054678,-37.120232979915116,-42.58650316253492
5.529028,-62.524962367181615,-36.70015276423451,-39.69730495131147,-28.98557421842136,-38.8179802125991,-44.82248149225051
5.53484,-62.715283506790556,-36.850985650501684,-39.8192994786028,-31.397347380901525,-40.5600932660293,-47.02967462359111
5.540648,-62.90600490777843,-37.103951596718865,-39.94719674891408,-33.79975707950508,-42.294546809395584,-49.20087104636647
5.546456,-63.098838864764126,-37.44835744388472,-40.08670256153818,-36.183644850966026,-43.9651724952061,-51.32964768670334
5.55228,-63.29576290111216,-37.86963030673757,-40.23939760672416,-38.54226589962009,-45.51253161502026,-53.41203926133725
5.558108,-63.49881996062482,-38.34714162447328,-40.408297322612235,-40.870891745521234,-46.887468352644866,-55.44016901122558
5.563924,-63.7098766733194,-38.85519333849261,-40.59406762040055,-43.16627114312993,-48.06563805349131,-57.41135609422413
5.56974,-63.93037811421691,-39.36562214871331,-40.79589933970006,-45.42602840019891,-49.052651621487335,-59.3177386966193
5.575568,-64.16114189380104,-39.84876331473499,-41.013160717833166,-47.648075331916374,-49.87895037692187,-61.15628729499168
5.581368,-64.40222591720241,-40.273245966625105,-41.24119031140276,-49.83010932900706,-50.589281991367486,-62.921672394694745
5.587176,-64.65289754478057,-40.60939852137404,-41.478302392181504,-51.96926940960157,-51.23325044331366,-64.60995098226523
5.592992,-64.91172104876043,-40.837616350846,-41.71765546485749,-54.062002677971584,-51.86033997863196,-66.21973333203576
5.598792,-65.17674744235956,-40.955451666109774,-41.95714608008288,-56.104139481998544,-52.51568478655333,-67.74662548935963
5.604608,-65.44575022680837,-40.97645372343119,-42.190406875282534,-58.09110925556871,-53.23163452911972,-69.19271580527186
5.610428,-65.71643978563212,-40.92122558889401,-42.41547705653615,-60.018202756044765,-54.02039031923426,-70.55408960094348
5.61626,-65.98661370105705,-40.80948888461826,-42.62833409190487,-61.880823820302965,-54.87768484821515,-71.83492060118276
5.622072,-66.2542405724027,-40.66063250143319,-42.82745067940105,-63.674737660124926,-55.795058855712405,-73.03266182960537
5.627888,-66.51750692833338,-40.498637286618894,-43.01174638500711,-65.39633993582764,-56.76846805569324,-74.15278794365251
5.633708,-66.7748540064447,-40.35164241931166,-43.18023381896276,-67.04291367684449,-57.79741127647458,-75.1945184431482
5.639512,-67.02500563059003,-40.24349237321275,-43.33427763566511,-68.6127876757275,-58.87892841431494,-76.16415877507255
5.645336,-67.2669777267101,-40.18432887316647,-43.47344856295596,-70.1053336320535,-60.004074284410066,-77.06240535395315
5.651148,-67.50007082232028,-40.168539927687526,-43.599991420837654,-71.52081678774005,-61.159429041970526,-77.89531519618436
5.656976,-67.72385954666646,-40.18092236945634,-43.71401264942391,-72.86017669943276,-62.329428461508584,-78.66446370369167
5.6628,-67.93819064336827,-40.20622210296081,-43.817408142339936,-74.12481563012524,-63.49671986824084,-79.37457957081851
5.668608,-68.14318659273286,-40.23587833778814,-43.91073806812414,-75.31643670153554,-64.64222956703749,-80.02770732145818
5.674424,-68.33923807349126,-40.26892035331551,-43.995709500747296,-76.43694336964667,-65.7468079355933,-80.62695455846239
5.680232,-68.52696965866576,-40.31030582642056,-44.07315794689192,-77.4883949964138,-66.79478903453578,-81.17469487316343
5.68604,-68.70718326974425,-40.36881089364796,-44.14507661674661,-78.47300528972399,-67.77687645498582,-81.67289479210093
5.691852,-68.88079446101163,-40.45211865773882,-44.21234744169897,-79.39315713128677,-68.6890440548742,-82.12419428964043
5.697668,-69.04876702353293,-40.5608231665571,-44.27690063589233,-80.25139969411676,-69.52975548838369,-82.53018345805827
5.703488,-69.2120479822311,-40.687584590203144,-44.33947638093959,-81.05041481719644,-70.30042758013664,-82.89367892410009
5.709304,-69.37151221460644,-40.82271252770852,-44.40125524950674,-81.79297393444182,-71.00755286542407,-83.21651567848164
5.71512,-69.5279262356649,-40.959520922287744,-44.46273024296917,-82.48191442843307,-71.66108149133564,-83.50157295090003
5.720936,-69.68193078215052,-41.09380997593254,-44.52414846873865,-83.12013247583089,-72.27018175235806,-83.75118709209481
5.726748,-69.83403169662724,-41.22096132769903,-44.58570734061446,-83.71056371824642,-72.84234536690626,-83.96810226084855
5.732564,-69.9845894561053,-41.33601439202802,-44.64685534059706,-84.2561376873559,-73.38607673248866,-84.15497650418627
5.738388,-70.13380873290572,-41.43493504894887,-44.707470527131235,-84.75970991534862,-73.91146267208929,-84.3141067888203
5.744192,-70.28173328536207,-41.51390331057295,-44.76629521665882,-85.22397112246703,-74.42641960667522,-84.44790293056974
5.750004,-70.4282436560369,-41.568099667800205,-44.82288947622017,-85.65133515690022,-74.93260691400424,-84.5579490088109
5.75582,-70.5730535634066,-41.592674390028826,-44.87547041551856,-86.04383051839532,-75.4247716564067,-84.64560333640621
5.761628,-70.71570983148771,-41.58550265483086,-44.923321869407225,-86.40303699242196,-75.89301937458936,-84.7117283699651
5.76744,-70.85560332503186,-41.548684255154825,-44.96455574348114,-86.73009282665825,-76.32561338254601,-84.7561490908694
5.773268,-70.99198961332472,-41.48718797213572,-44.9982626584821,-87.02576134790387,-76.71088061174773,-84.7792099105227
5.779092,-71.12401274123229,-41.40589386260952,-45.02281304855591,-87.2905233718061,-77.03830817833814,-84.77935347457148
5.784904,-71.25072906698075,-41.30712709185862,-45.03722262911457,-87.52466129971928,-77.29945655217801,-84.7565794224156
5.790716,-71.37113285926463,-41.19075735512019,-45.040254413134015,-87.7283110668239,-77.48832698014232,-84.70838696797024
5.796524,-71.48418881215936,-41.05737792353731,-45.03099560913563,-87.90147590975107,-77.60067012181749,-84.6344841555557
5.802332,-71.58887509247323,-40.911893651988684,-45.00896133092464,-88.04401517851804,-77.63323141201816,-84.53188702827242
5.808148,-71.68423073559586,-40.7647677110859,-44.97344222468476,-88.15563047476722,-77.58423060562052,-84.40004404979115
5.813964,-71.76939627321134,-40.63087233978481,-44.92525999134139,-88.23586840513772,-77.45527687164201,-84.2361390050268
5.819776,-71.84364268112172,-40.5262900544314,-44.863971764797874,-88.28414692331086,-77.25403245377065,-84.0393523401581
5.825604,-71.90638745018377,-40.463271767762535,-44.79154918098015,-88.29979214606715,-76.99613984281793,-83.80793469980321
5.831416,-71.95719634909604,-40.44554608065224,-44.70780604513511,-88.28205298132454,-76.70467961296735,-83.54051472056496
5.83722,-71.99577397098251,-40.46649770152083,-44.61468565783301,-88.23005449369191,-76.40756679359106,-83.23703465485694
5.843044,-72.02195027061032,-40.510693023911,-44.51220663102145,-88.1426678765694,-76.13572590601555,-82.89486962495913
5.848856,-72.03566767087369,-40.55818587143927,-44.40108577091917,-88.01830619217401,-75.9228435758958,-82.51554602203362
5.854656,-72.03696860276067,-40.58992970016158,-44.281454961350306,-87.85467410516897,-75.80437080714705,-82.09422738040038
5.860472,-72.02597919286819,-40.59062080927247,-44.152471364140496,-87.64849738517863,-75.81464585655505,-81.63324881610487
5.86628,-72.00288128421896,-40.54741993043182,-44.014246218698894,-87.39524779925384,-75.98374969382174,-81.12473379038606
5.872084,-71.96786910684538,-40.4486577177211,-43.864760912688965,-87.08888116418673,-76.33590552532456,-80.5707019863846
5.877892,-71.92109974648582,-40.28607103886222,-43.70398625537399,-86.7216274922498,-76.88861843380684,-79.9600490715434
5.883708,-71.86265344600082,-40.05854445007204,-43.52967663246173,-86.28388908902015,-77.65007261392348,-79.29323598899535
5.889508,-71.79251158557712,-39.774531537048254,-43.34161999424532,-85.76429022285993,-78.61371740297228,-78.55682008089381
5.895324,-71.71054966111312,-39.452557970723845,-43.13881444084986,-85.14989401694369,-79.75073998177832,-77.74796852576762
5.90114,-71.61654130221767,-39.119705706509954,-42.92089716026934,-84.42658567064844,-81.00255896216166,-76.85297415100479
5.906948,-71.51017105935254,-38.80813040981904,-42.68935454522316,-83.57961626326538,-82.27672335783562,-75.86339100672889
5.912764,-71.39105264066254,-38.55064389135616,-42.44374399864472,-82.59429291304924,-83.44954733433383,-74.76821112415047
5.91858,-71.25874817379871,-38.377183293602144,-42.18824291852101,-81.45678461073719,-84.37746109010959,-73.5522980545008
5.924392,-71.11278708202369,-38.31275337073807,-41.92242112143705,-80.15499999525026,-84.91480733793095,-72.21047265667902
5.9302,-70.95268790468187,-38.37560246408873,-41.65222670404404,-78.67948482192152,-84.93095838397903,-70.72333549943323
5.936024,-70.77798477186631,-38.57498940164194,-41.37735807531747,-77.02426346543653,-84.32233837472555,-69.0937451340602
5.941828,-70.58825620953674,-38.908659194559704,-41.1037724702279,-75.18751556609672,-83.02209764866059,-67.30396833810107
5.947636,-70.38315540042706,-39.360320882081965,-40.83145317435808,-73.1719824431101,-81.0107313666694,-65.36528998192036
5.953452,-70.16244435396837,-39.89958226092259,-40.5643323518544,-70.98505524622179,-78.32604804579698,-63.26934374404214
5.959256,-69.92603753912782,-40.486138850640316,-40.30287281104484,-68.63856267797662,-75.06737272562984,-61.03433146123248
5.965064,-69.67405942494,-41.07578861617431,-40.04778162235085,-66.14831200235798,-71.38855720008681,-58.667779775692296
5.970888,-69.40690962852399,-41.626129404100276,-39.80015449576902,-63.5334448020088,-67.47785274536479,-56.19204832098415
5.976708,-69.12531928227187,-42.10211592808646,-39.55793899998202,-60.815663507392806,-63.52893006201116,-53.631548521175546
5.98252,-68.83038312560072,-42.4807536924832,-39.322862489250426,-58.01838155971466,-59.712262570673595,-51.00965307801295
