Header,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z
0.005776,2.70397705078125,0.34727783203125,3.7673657226562502,-0.11664645574547061,0.05273058958356891,0.031425300862935004,4.59125244140625,1.47533203125,-0.35206787109375004,0.37683729424621215,-0.49907638828084916,0.12889699675983513,4.857099609375,-0.37122802734375004,-0.1772314453125,0.09720537978789218,-0.6223807467515179,0.3976099507488302
0.011576,2.6536816406250003,0.37122802734375004,3.74341552734375,-0.11664645574547061,0.056725331218687766,0.03195793308095085,4.548142089843751,1.40587646484375,-0.35685791015625,0.3416835678571662,-0.4998753366078729,0.14594122773634224,4.9289501953125,-0.45984375,-0.0814306640625,0.06870955612404434,-0.558997512807632,0.37657097813720425
0.017392,2.6129663085937502,0.32572265625,3.75299560546875,-0.13289173839495397,0.05805691176372738,0.03169161697194293,4.5601171875,1.3483959960937502,-0.28740234375,0.33635724567700775,-0.5001416527168808,0.17097494198308708,4.847519531250001,-0.52929931640625,-0.00239501953125,0.10998855302027252,-0.5432848623761645,0.36565201766787936
0.023212,2.6464965820312503,0.3209326171875,3.7601806640625,-0.13342437061296983,0.057524279545711536,0.0335558297349984,4.5409570312500005,1.32205078125,-0.2682421875,0.36192359214176845,-0.5155879870393405,0.18375811521546742,4.89302490234375,-0.6083349609375001,-0.08382568359375,0.17310547085515046,-0.5422195979401329,0.34940673501839603
0.029024,2.6464965820312503,0.2682421875,3.7841308593750003,-0.14594122773634224,0.05779059565471946,0.03728425526110933,4.581672363281251,1.31965576171875,-0.36164794921875004,0.3962783702037906,-0.5222458897645386,0.19387812735776852,4.854704589843751,-0.536484375,-0.15567626953125,0.2530003035575276,-0.524110102527594,0.3430151484022058
0.034848,2.62733642578125,0.277822265625,3.6715649414062503,-0.13821806057511243,0.05858954398174323,0.03621899082507764,4.57927734375,1.29091552734375,-0.42152343750000004,0.41864892336045617,-0.5371595918689823,0.20240024284602207,4.81159423828125,-0.5221142578125,-0.15088623046875002,0.28602350107451013,-0.5211806253285068,0.3304982912788334
0.04066,2.6201513671875003,0.277822265625,3.72904541015625,-0.14514227940931845,0.05299690569257683,0.04980111238448175,4.5074267578125005,1.2885205078125002,-0.39996826171875,0.447144747024304,-0.5384911724140219,0.21411815164237072,4.73016357421875,-0.48139892578125004,-0.1484912109375,0.30200246761498556,-0.55926382891664,0.3102582669942312
0.046488,2.6201513671875003,0.21794677734375,3.6835400390625,-0.14647385995435808,0.05219795736555306,0.04420847409531535,4.5265869140625,1.28373046875,-0.45744873046875,0.48203215730434207,-0.5430185462671566,0.23755396923506802,4.68226318359375,-0.42870849609375,-0.15328125,0.32517196909867496,-0.6309028622397714,0.29827404208887465
0.052304,2.6680517578125,0.23710693359375,3.7146752929687503,-0.15180018213451657,0.05113269292952137,0.04660531907638666,4.53856201171875,1.3747412109375001,-0.47900390625,0.49348374999168276,-0.5438174945941804,0.24714134915935326,4.667893066406251,-0.40236328125000004,-0.22513183593750002,0.39015309969660833,-0.681502922951277,0.29081719103665277
0.058112,2.6776318359375,0.29219238281250004,3.745810546875,-0.1645833553668969,0.0537958540196006,0.05219795736555306,4.53377197265625,1.427431640625,-0.488583984375,0.5142564064943008,-0.5456817073572359,0.2769687533682407,4.7373486328125,-0.3400927734375,-0.25626708984375,0.4455468503702565,-0.7310377192267508,0.286556133292526
0.063928,2.7231372070312503,0.296982421875,3.7506005859375002,-0.17177389031011084,0.07323692997717904,0.055926382891663996,4.5170068359375,1.4681469726562502,-0.51732421875,0.5057342910060473,-0.5573996161535845,0.3022687837239935,4.80201416015625,-0.33769775390625,-0.33290771484375004,0.45726475916660514,-0.7597998589996066,0.26152241904578116
0.069736,2.6800268554687503,0.3113525390625,3.726650390625,-0.17417073529118215,0.08149272935642468,0.05139900903852929,4.50982177734375,1.50167724609375,-0.51971923828125,0.4793689962142628,-0.5502090812103705,0.32437302077165114,4.7469287109375005,-0.37362304687500003,-0.38080810546875005,0.4556668625125576,-0.8010788558958347,0.23915186588911555
0.075544,2.7327172851562502,0.29219238281250004,3.75299560546875,-0.1890844373956259,0.09480853480682087,0.0604537567447987,4.5601171875,1.4705419921875,-0.58198974609375,0.46072686858370815,-0.5376922240869981,0.3629888565778001,4.74932373046875,-0.43110351562500004,-0.42152343750000004,0.485760582830453,-0.8527441810433719,0.21758026105947373
0.081356,2.7159521484375,0.21555175781250002,3.7506005859375002,-0.1970739206658636,0.10466223084011404,0.05645901510967984,4.53856201171875,1.44419677734375,-0.5508544921875,0.46259108134676363,-0.5275722119446971,0.37497308148315667,4.8331494140625,-0.45026367187500005,-0.49337402343750003,0.5294364247077524,-0.8399610078109916,0.18322548299745156
0.087172,2.7135571289062503,0.20597167968750002,3.7410205078125003,-0.18988338572264965,0.11744540407249439,0.057524279545711536,4.5601171875,1.3962963867187501,-0.59156982421875,0.4817658411953341,-0.5214469414375148,0.3941478413317272,4.857099609375,-0.53887939453125,-0.5412744140625,0.5400890690680694,-0.8021441203318664,0.1568601882056671
0.092992,2.6872119140625,0.239501953125,3.73623046875,-0.18429074743348325,0.11957593294455778,0.060986388962814546,4.581672363281251,1.3939013671875,-0.67300048828125,0.5057342910060473,-0.5217132575465226,0.40772996289113134,4.80919921875,-0.6849755859375001,-0.52929931640625,0.5643238349877905,-0.7920241081895654,0.12170646181662118
0.098808,2.6536816406250003,0.24189697265625001,3.745810546875,-0.19414444346677645,0.12729910010578757,0.05992112452678285,4.6319677734375,1.3460009765625,-0.67300048828125,0.5046690265700156,-0.5195827286744593,0.4301005160477969,4.81638427734375,-0.8190966796875,-0.55324951171875,0.6042712513389791,-0.7680556583788521,0.09054747706269409
